Review,Label
 rooms are very conjested no value of money,0
 hair dryer doesnt work i can ise just once if you are booked on booking com they will give worst room in hotel my room hasnt got any view bathroom isnt so bad,0
 great rooms bed linen towels dressing gowns ,1
 the staff are always very helpful room was fairly clean has been better in the past bed very comfortable ,1
 hotel facilities does not worth 4 ,0
 the location of this hotel is second to none perfectly situated the bed was incredibly comfy the view was amazing and the staff were exceptionallly helpful very clean tidy and all round brilliant hotel with amazing customer service ,1
 location,1
 the beds were like cots with a comforter thrown on top the beds sunk in the middle the shower tub was 2 feet high difficult to climb into no rubber bathmat there were handrails to use room was quiet but tv did not work air conditioning worked quietly upon arrival 10am we could not check in to room until 3pm quite tired staff did not speak english well and we were not told about the special vouchers costing 11 pounds vs what we ended paying were 15 pounds for morning breakfast buffets breakfast was delicious dinners were very limited and poor selection of british beers and no french wines the desk staff checking us in and out were limited in english ability and did not offer additional help courtesies ,0
 really comfy bed excellent location for 02 friendly staff nothing was a problem fresh supply of fruits fresh fruit juice and choice for breakfast oh the skyline bar is a must fantastic,1
 poor,0
 noise from wedding at the hotel banging music untill 11pm could be heard in our room over our tv with window closed unable to relax staff unhelpful when contacted would not stay here again ,0
 good bed pleasant quiet location,1
 excellent facilities service and location for families with young children,1
 excellent reception,1
 every thing was absolutely amazing an experience that i will never ever forget i enjoyed every single second and i will make sure that i book at this hotel next time i visit london ,1
 rooms look like grandmas house everything old heating didn t work shower head needed fixing phone didn t work internet was poor and the room was dark ,0
 the rooms were tiny there was little lighting in the room and it appeared that there were too separate sides of the hotel one for commoners and one for the people who were paying more i m not sure how much more because i was spending 350 definitely not worth its money ,0
 room parking breakfast ,1
 room is very small there is no air conditioner and the window opens to the garage also the noise of the restaurant is right inside the room it was sunday when we arrived there were a lot of kids and we couldn t rest because of the noise,0
 the superior room was a fantastic size with lovely decor the bath was amazing breakfast in the morning was a good selection and very good quality ,1
 apart from front desk all staff unhappy lethargic rooms average to poor for price needs overhaul ,0
 the staff where extremely helpful an polite evening meal was fantastic quality as was the breakfast had the buffet dinner and breakfast lots to choose from again fantastic quality would highly recommend and will stay again the room was excellent and very clean ,1
 the rooms were small but excellent bathrooms nice powerful shower big towels and robes and even slippers tea and coffee making available as well as a tiny balcony to take the morning air ,1
 spacious and clean room with a comfortable bed to rest in after a busy conference day nice pubs in the neighbourhood to visit before ,1
 the breakfast was excellent the staff were very attentive food was good we would like to do a return visit to the grand,1
 three false fire alarms in the night and no apology or real response from the staff we had to go down to the front desk to be told there was a fault with the system we then had a wake up call at 4am with explanation or apology tiny room could barely pass between the bed which was fold up and the wall shocking for almost 300 gbp a night no help with luggage on arrival or departure these are five star prices with three star rooms and two star service ,0
 phone didn t work in room bath plug tough to remove beds tiny too soft very dated and badly in need of refurbishment carpets worn in some parts of hotel ,0
 stinking room,0
 the bathroom was tiny and had a smell of mold it took ages to get hot water in the shower bad ventilation the staff did not provide the service that was expected some of them were a bit rude the hotel seems a lot nicer on the pictures than in reality ,0
 very good location and price,1
 excellent location for the o2 the staff were very friendly and the facilities were excellent the top floor bar is a must at night to take in the view of canary wharf ,1
 easy to find very well situated for our own personal requirements the visiting of the o2 centre staff were very friendly and attentive ,1
 great staff love the location ,1
 many thing i did not like among them the following 1 they charged me 100 euro per day as a guarantee though the hotel policy as shown in booking com says nothing about that the reception lady insisted to charge this ridicules amount 2 the hotel did not pay attention to our special request and we had to wait for more than 2 hrs to get our room the reception lady was so rude and informed us that the check in time is at 14 00 and not 12 00 as stated in booking com she blamed booking com for the inaccurate information 3 upon our arrival to the room we were shocked by the miserable doubled bed we got two single beds closed to each other with out any joint when you sleep on this doubled bed it is very likely to fall down in the middle of the gab which would be created and 4 the stuff has no respect to the guest privacy our room was crashed twice by the hotel stuff while we were resting there with out our permission the hotel does not look like a 4 stars hotel it lacked any facility of which qualifies this property to be ranked as a 4 stars hotel they have no porter ,0
 everything,1
 staff room etc,0
 the breakfast was excellent a lot of variety location was fantastic ,1
 bed comfy breakfast very good staff very willing to help ,1
 staff were very helpful and nice ,1
 small bed not for 2 people at all location of the room in the basement with direct light to the room from outside really tiny room,0
 frayed carpets in the hallway 60 s wallpaper grants whiskey bottle left in the corridor chipped tables in the room with missing handles temperature advisories on the taps missing shower holster falling off the wall double bed in what was told to be a twin room window we couldn t close considering there was an air vent outlet directly outside our window air conditioning unit that did not work past setting 1,0
 very nice room modern design comfortable,1
 the room was very comfortable spacious and well equipped the staff at check in and out were really friendly and through we stayed to see a concert at the 02 and although we had to pay extra for the hotel parking it was still really convenient it was a special treat but would do the same again if the opportunity arises ,1
 the room was too small facing a dirty roof the bed throw and the sheets smelled as if not washed for long time old kettle and carpet smells bad ,0
 not worth for price ,0
 we liked the friendly welcome we got when we arrived at the hotel the staff were very helpful we booked a superior double room but were told we had been upgraded to a junior suite a wonderful surprise the hotel was absolutely beautiful ,1
 staff restaurants in the hotel were badly run we weren t allowed to use pool and leisure facilities after spending an awful lot with the company ,0
 very polite and helpful personnel the owner gave us instructions on how to see the best of paris in a timely manner our room was very clean and had a nice view facing a small park ,1
 fabulous facilities great room superb bathroom the most comfortable bed and the best service i ve had at any hotel ever ,1
 i loved the room there was so much space spanning two floors the staff were super friendly and gave us great advice on locations to visit during our stay in amsterdam ,1
 the road was closed off and digging went on all night ,0
 great location in paris walking distance from great destinations le marais notre dame and rue st honore would definitely return ,1
 awful room awful service at front desk can t begin to explain how poor this hotel is have stayed in better hotel ibis ,0
 nothing nothing,0
 check in was simple and fast on entering the lift there was a large notice saying keep bags where you can see them and thieves operate in this area the room was ok but very run down it had damp in the corner and the services like hairdryer did not work the worst thing was the rats in the hotel we spotted a number of them and did complain to the reception via phone but was not called back by the manager as promised on check out we explained the hotel was not very clean generally and they had an issue with rats the reception refused to get the manager and told us we needed to send an email they also explained that the rats were due to building works next door and location of the hotel to the river this is one hotel to avoid needs a good refit and some general tlc it reminded me of the hostels in asia when backpacking at least those guys were friendly ,0
 overcharged by 920 and still waiting for the refund told it will take a week yet it took them 5 minutes to clear out my bank account leaving me massivley overdrawn and bank charges daily which hotel have said they are not refunding disgusting rang hotel 8 times now left 6 messages for manager to call me but he hasn t ,0
 the room was unfit to be rented out ,0
 the location of the hotel,1
 breakfast lovely in a nice bright dining room,1
 the food was appalling the room was no better than a premier inn and the staff could do with some customer service training,0
 everything there were bad ,0
 staff behaviour ,0
 staff are very good regular visitor and they always remember me helpful and fast ,1
 everything ,1
 perfect location iconic building and friendly staff,1
 wonderful room almost an apartment and very comfortable very close to the things we wanted to visit ,1
 when we arrived at the hotel we had no use of electric at all in our room this went on for about 20 minutes when we finally got help they had unplugged the kettle and the safe so we had no use of either of these the pillow cases had stains all over them and there was rubbish all over the bedroom floor they claim to have upgraded us to one of their club rooms but i do not believe they did this ,0
 the layout of the room the helpful staff and the indian menu really good ,1
 room was tiny supposed to be a deluxe double it was in the basement so very dark and warm could not open the windows as people were smoking outside all the time was very noisy was woken up both days at 4 30 am there was building work going on wish i had been told as i would have cancelled will not return ,0
 we got a room as big as a closet which was anything but clean after complaining at the reception we were given another room which was larger this was fortunately fairly clean otherwise the room was old and everything was in need of replacement the carpet was replaced with other pieces not a hotel to get a return ,0
 beds were hard quite outdated,0
 great location just off the blvd st michel breakfast was excellent ,1
 cleanness old furniture no smiling from most of its staff very bad tv flowing of water in chair of bathroom is very weak non lovely smell,0
 location was good for us clean rooms ,1
 personal use of aircon temperature ,1
 the toilet was dirty had yellow water the location was not very good either as it is quite far from any local shops restaurants activites etc ,0
 room was comfortable and quiet even though on street level,1
 the location was perfect close to two tube lines that easily put us in different parts of the city the hotel was clean our room was quiet and the staff was friendly and personable ,1
 cleanliness of bathroom ,0
 good location easy enough to get to by tube from kings cross and lovely that the history has been preserved great choice at breakfast i ve stayed twice with different friends and they both agreed it was lovely ,1
 the hotel lies within minutes away from big ben and london eye waterloo station is the nearest underground station and it will take you anywhere you want in london perfect lacation ,1
 arrived only to find they said they could not accomodate us as the hotel has water problems they offered us a hotel in paddington so was most annoyed as i booked notting hill and not paddington never will stay here again ,0
 we liked the style of the hotel opulent and classic in the main areas lovely helpful staff very modern very clean bedrooms ,1
 ideally located with close proximity to tube station 200m ,1
 service is absolutely not for a four star millenium hotels staff and service are not caring for the customers if you get the service at all expect to follow up at least 4 times absolutely not recommending to anyone breakfast overpriced an old facilities ,0
 very nice staff and comfortable and quiet room very friendly welcome and very helpful desk staff ,1
 on arrival we were upgraded from a superior room to a studio apartment which was excellent the bathroom was very nice with a lovely bath and fantastic shower the staff were very pleasant and the doorman was happy to stand out in the rain until he could hail us down a taxi the cocktails in the bar were very good particularly the pina colada we didn t manage to sample the breakfast but overall i was very happy with my choice of hotel,1
 i have been a regular guest for 5 years and this is the worst experience ever i may not consider staying in this hotel again looks like they give priority and more care to guests who are staying for business purpose i e conference events 1 furniture was kinda damaged 2 beds make sound and not comfortable toilet base make sound every time you flash 2 house keeping clean the room only upon guest s request they don t clean good 3 at the time of check out they charged us for using the mini bar although we just took them out to put our stuff in the fridge and we returned all items in the fridge the night before we check out the problem is that it took them 30 mins to send someone to check the mini bar while we are checking out which made us late for the airport 4 some staff especially at the reception are aggressive 5 breakfast options were very bad comparing to my previous stays ,0
 the room and bathroom was extremely small but the most oppressive thing was the elevator which barely fit 2 adults with no luggage and you could not fit if you breathed normally just ridiculous there is no concierge so you have to rely on the front desk folks to help you and while they tried to help they were not very helpful with things like dinner reservations which were an absolute nightmare ,0
 staff were rude ,0
 everything else very old and tired hotel food quality was extremely poor and breakfast was so bad even though it was included within the 4 nights i stayed there i ate out for two of them as it was so bad ,0
 the staff were extremely polite and helpful the single rooms although small were very well equipped modern and clean ,1
 the smell in the room was shocking i asked to move because of the strong smell of drains and they said no don t stay here ,0
 undoubtedly the worst mercure hotel in the world it was being renovated but for 267 a night was vastly over priced considering the state of the building and the dreadful lift system much needs to be done to make it satisfactory and worth even half the room rate the mercure brand is badly damaged by this property ,0
 very small delux room,0
 the rooms carpet is smelly the toilets are dirty the lobby and entrance smells cooking the air conditioning are hot no parking asked to change the room but they didn t the break fast buffet was terrible and crowded no plates poor food variety no arabic channels on tv although i am a member in accor club i didn t like this pullman the pullman bercy is the best ,0
 the toilet overflowed which can happen to anyone but they did not deal with it in an effective manner i brought the problem to their attention at 11am as sewer was overflowing in the room and by 12midnight it was not addressed it was after midnight when we were given a new room the room was for three persons and the beds were only dressed for 2 they also provided no towels shocking experience when i spoke to the night manager he took no responsibility and blamed the day manager for not addressing the problem ,0
 excellent position good size room and bathroom ,1
 urine dripping from the light fitting in the bathroom carpet worn through window wall damp with yellow staining not a 4 star ,0
 too expensive 350 night didn t deserve the money although a 5star hotel the rooms too small clean and quite new but the rooms have a small view to thames mostly to sky skrapers and to under construction buildings the room had a window note a balcony the room had no bath robe and for sleepers we had to request for the comments on booking were very good and the photos showed the hotel on the river so you suppose all the rooms with river view have the good view of thames but no i wouldn t recommend it in addition when we came back we discovered after 4 days bites from bed bugs in our body we have the suspicion that it is from the hotel but we are not 100 sure in the price the breakfast wasn t included for which we paid 19 pounds person it was good and from the restaurant we had a good view of thames and the bridge ,0
 rooms are tiny even by london standards blinds do not cover the window so sun light beams into the room at 4 30am internal facing rooms are even worse never again ,0
 shower was dirty hairs one shower knob was broken and left in the shower tray shower door did not close really poor attention to detail in room preparation very very noisy,0
 the receptionist was very friendly i arrived about 10pm to check in and he was most helpful upbeat smiley and made me feel welcome he actually gave me a free upgrade which was very nice of him i was only there on business and would be checking out 8 hours later at 6am and the upgrade was an added perk ,1
 we arived the hotel late in the night and the staff service was exelent without extra charge upgraded our room the ducks idea is unique and fun,1
 location is great ,1
 no communication between staff they mixed up our rooms messed up our breakfast and made us promises they didn t keep our stay was booked 4 months in advance and they still couldn t get it right not happy ,0
 4 start hotel should do more than a poor service every thing is chargeable even water the size of the room is so small and the design is very strange can not understand it the matters and pillow is very poor quality and had strong headaches every day morning ,0
 hotel and room were nice and good location,1
 everything was great the staff were very very helpful,1
 pillows were not comfortable so had a terrible sleep the water from the shower had very little pressure even when adjusted to the maximum the all so tech gadget that runs the lights and air con etc froze and crashed a few times so i couldn t even turn the light out or put my air con on the tv signal kept on scrambling so i couldn t even watch a movie ,0
 staff try their best in poor english no management visible or contactable ,0
 second visit to this hotel and again the service location staff were all excellent the rooms are well equipped and spotless the beds are so comfortable you just don t want to get up in the morning would recommend to anyone ,1
 the staff was always friendly and helpful breakfast was great cleaning person amazing great location great restaurants nearby ,1
 ongoin renovations meant there was no heating when it was zero degrees outside ,0
 lack of facilities poor bar service especially when west ham are playing at home ,0
 radiator in room sounded like a kettle boiling and the air conditioning for the kitchen was outside our window not nice at 5 am accompanied with the smell of cooking complained they did absolutely zero,0
 rooms are extremely tiny no shelves at all imagine nowhere to put things and clothes on very very poor breakfast omelette was swimming in milk fried eggs smelled like something has burnt no waiters it seems the lady helping around was combining a position of a waiter cleaning lady saw her throwing the garbage outside and a cook i totally do not recommend to stay in this hotel pictures are lies ,0
 room very quiet and smart,1
 beautiful building and great location 3 minutes from the tube ,1
 location parking,1
 great another place where free w lan means w lan does not exist will that story ever end ,0
 staff somewhat rude not allowing check in until it was exact 2 pm we were there 1 hour before not even 5 minutes to 2 pm asking us to wait well it takes at least 5 minutes to process check in with somebody with confirmed booking torn lounge in room covered with a grey sheet such was the lounge which should go to junkyard not in a so called 4 star hotel dirty chair with stains ,0
 staff at the sky bar were friendly,1
 their room so small,0
 got charged before getting to hotel number of times without knowing then charge room rate paid for trip 5 times and wouldn t give money back never had trouble with any other crown plaza just this one would not advise going ,0
 this hotel is the best one i did in paris i was travelling with my 2 daughters and they ve been welcome as princesses seeing their big smile on their face was priceless the hotel room was beautiful comfy and quiet even the breakfast was great with real fresh orange juice i travel a lot i did many hotels in paris but this one is so great i m sure to go back next time i go to paris ,1
 very bad experience as i lost more than 700 euros it was stolen from my bag i just knew when i arrived back ,0
 2 single beds stuck together does not make a double the breakfast was a expensive as far as hotels go room was very warm with no air conditioning shower took a a lot of pulling stained carpet on the wall no view from the window really expensive considering the quality ,0
 the staff very friendly and easy to approach we booked two rooms and travelled with small baby and the lady at the reception was so kind to allocate us and my parents on the same floor she saw us coming with the baby stroller and accommodate us in a bigger corner room with more space i would definitely recommend that hotel if you are visiting paris with a small baby the hotel rooms are really quiet and no noise from the street or neighbouring rooms there is also a lift very tiny but that s paris so you should be happy to have one at all lovely quiet street overlooking the park nice design very clean probably 5 min walk from the nearest metro station but we used it once as we walked pretty much everywhere very comfortable bed location is good if you not looking for a very busy part of paris but close to bastille or nation if i would be visiting paris again i would book that hotel for sure again wifi really good my parents had much smaller room but with a sofa their toilet was much smaller and the only comment from my dad was that if there would be bigger person than it would be quiet difficult for them to turn around in that toilet or get into shower but hey it s paris and we liked the place and we fitted in the toilet lol,1
 room was extremely small for a club room,0
 noise no air condition too small rooms not polite staff ,0
 very bad hotel i will never come bake to this hotel,0
 everything else,0
 nice room nice common areas good door staff friendly check in ,1
 the information on the website is incorrect,0
 it s a poor hotel in everything such as no hot water in the path the heating system is off,0
 room was very comfy and modern one of the nicest bathrooms of any hotel i ve seen staff were very helpful and courteous the location in relation to the o2 was perfect ,1
 i liked the fact that our grown up daughter could comfortably stay with us without having to pay for another room ,1
 location and the staff,1
 we were relocated to the grand royale london hyde park due to a maintenance problem excellent service from staff at both hotels and provided with complimentary breakfast for the inconvenience breakfast was better than the hilton s v convenient for tube and bus routes this hotel is brimful of history and has its own theatre,1
 friendly staff,1
 lovely quiet room comfortable bed friendly and helpful staff excellent breakfast great location,1
 lovely old style hotel very retro british lobby and exterior room was renovated and shower room new and functional ,1
 it was very nice experience thanks for high quality of services and big thanks for simon charles and alex ,1
 lovely room great views ,1
 cleaning staff leave towels on floor causing difficulty in narrow corridors suggested to my mum she could not have the pre paid room when i was arriving two days later with the credit card got there and reception did not even want to check credit card no consistency,0
 room was extremely comfortable perfect location surrounding very well kept with superb views ,1
 comfortable beds and great location,1
 the room was very noisy we could hear a fan of some sort outside the bedroom which came on periodically and was very loud every time someone in a room next door above or close to us flushed the loo or had a shower we could hear the water running through the bathrooms open drain the room was very small only one arm chair so when we had room service in the evening one of us had to sit on the bed to eat there is only enough wardrobe space for about 5 things to hang in when i asked why i hadn t got any complementary water i was told it was because i booked through you i made a fuss and did get it in the end but i felt like a cheap skate even though it cost me over 350 for the two nights ,0
 youthhostel flair,0
 poor room service poor support poor of whatever the guest needs,0
 clearly the staff didn t even care and lie to me right in my face saying that the hotel didn t receive my request i said that because when i was asked to fill up the check in form my email and request was attached behind it what a joke that s very disappointing and that shows how attentive the hotel was to the traveller ,0
 very nice hotel relatively big rooms tidy environment they gave discount due to fire alarm issues ,1
 in general all ,1
 stains on the bathroom walls that clearly showed the place hadn t been cleaned properly furniture is pretty old and needs updating ,0
 this hotel is excellent i loved the location the atmosphere of the hotel the cleanliness the food the google maps phone have never seen this in any other hotel but above all i loved the staff they were so friendly and helpful and always smiling ,1
 good beds,1
 we were upgraded and given free breakfast,1
 small entrance staircase in the hotel we ended up at breakfast was served in another building staff at breakfast could speak better english and have been more helpful staff at reception not all that well informed etc ,0
 facilities and a room excellent and extremely comfortable bed and an excellent breakfast everyone catered for the eighteen sky bar is brilliant ,1
 room condition poor quality minibar with half empty products old furniture,0
 friendly staff room was comfortable,1
 location was very good room and bathroom very clean proper coat hangers,1
 the staff went out of their way to help by giving us an upgrade to a room with a view ,1
 i will be stopping at the grand next time i m in london again all was perfect and the staff were great ,1
 very uncomfortable bed double was two singles pushed together ,0
 you could hear the people upstairs walking around was woken up early by cleaners making a noise outside in corridor taking etc an banging etc an only had cold water on taps in bathroom ,0
 i stay every year sometimes twice a year when i exhibit at olympia it is really convenient was very impressed that i got an upgrade to breakfast on this occassion it was a nice touch i don t eat enough breakfast to warrant paying over 10 but being offered a free breakfast meant i could enjoy some fresh fruit and tea before heading off ,1
 location,1
 everything about this hotel was top notch the hotel is perfectly located near key attractions but not too in the middle of the tourist mess the rooms are elegant and well appointed with luxurious modern amenities the staff is attentive as suits the level a luxury hotel demands they went over the top in every aspect while it is not for budget travelers the value of the hotel is well beyond what it costs i will never stay anywhere else ,1
 don t stay if it s a business trip as it doesn t cater to business people the rooms lobby and gym don t look like the photos on the website it is a really old hotel but not in a good way ,0
 big comfy bed generous breakfast well worth the money ,1
 really bed uncomfortable bed ,0
 the force me to change one bedroom to suite because of my son 6 years who should stay with me and his mother even i am taking 3 rooms as a total,0
 loud music in foyer and bar on some occasions would seem to be staff who control it at a level they want badly trained staff on the concierge desk who gave us 4 different locations for an evening bus tour all of which were wrong sloppy management,0
 staff friendly,1
 not 4 star very dated decor desperately needs redecorating our apartment we booked was not available so we were given a room not real coffee at breakfast and not offered a pot of tea not n,0
 upgraded our room went out of their way to quickly check us in the restaurant was a pleasant surprise very good food and service ,1
 we were able to be moved immediately after asking after our shower broke and maintence had to be called however due to the inconvenience we were moved to the executive suite which was amazing staff were so kind i would definitely stay there again d staff also left a lovely surprise for my other half a birthday which was so kind ,1
 staff were very helpful ,1
 when i checked in to my room there was a bottle of prosecco in an ice bucket a bottle of water and a fruit basket along with a letter addressed to another guest i called down to reception to let them know so that the other guest wouldn t be disappointed when the items were not in his room and was told that these are for a special guest and we will come and remove them immediately this is not how i expect a 5 hotel to deal with a matter such as this i m not particularly bothered about the prosecco and fruit but the inference that other guests were special and therefore i am not was not how i wanted to start my start at the hotel true to their word someone arrived immediately and removed all the items reiterating once again that they were for a special guest i was disappointed with the room fixtures and fittings it was akin to a 3 hotel than a 5 i usually stay in the landmark the royal horseguards st martins lane the grosvenor and there is absolutely no comparison and the state of the fourth floor public areas had to be seen to be believed the carpet didn t look like it had been vacuumed for weeks with bits all over it and thick layers on dirt on some of the door architraves and skirting boards i reported both the prosecco incident and the dirty appearance of the fourth floor carpet to mr andrea the duty manager i couldn t understand what his response was in all honesty as he has a very heavy accent but it clearly wasn t a satisfactory outcome as nothing was done about anything when i left the hotel two days later the same bits were all over the carpet i was asked on checking out whether i had enjoyed my stay i replied no but i have already explained this to the duty manager and the gentleman on reception said that he would apologise to me as no one else had ,0
 the location is great you can find all what you need int that area close to the u derground the hotel is nice clean with a friendly staff ,1
 great staff and value for money hotel was lovely although there were a few stains on the curtains this did not bother me that much however other guests may not be so forgiving ,1
 excellent hotel location great and very clean,1
 the hotel was well situated and rooms were immaculate,1
 very sweet picturesque hotel next to a park tasty breakfast and warm staff we had a wonderful time with our small children at this hotel ,1
 the location is was very bad and so many construction around the area and you can find the gate easier,0
 awesome location efficient staff very clean interior ,1
 the bed was so comfortable and had lovely nights sleep in,1
 price and place,0
 the room had no window and i did not know this while booking the pictures look ok but the hotel is a hole i didn t eat breakfast it looked not appealing at all the stuff could not find my name twice at the check in and also when a friend dropped by to pick me up i don t recommend this hotel at all there are better ones for the same price ,0
 everything it was a better night sleep on the floor rather than on the rock hard bed the rooms are tiny no room at all in the bathroom absolutely appalling hotel and when i asked to speak to the manager i was told they were unavailable do not stay here ,0
 quiet,1
 i stay away 3 nights a week in different locations and this hotel wins the title for worst stay matresses are destroyed housekeeping have tried by putting folded duvets under bottom sheet very long wait to check in and for food chicken came out raw so had alternative had to take key to bathroom as in family room where bedroom door locks behind you colleague locked out of his at 4am i had to move rooms at 11pm due to fault in electric cupboard was moved to freezing room asked to speak to manager they d called in sick no one available asked what they d do in emergency didn t know was assured i would be called at 9am still waiting at 6pm ,0
 i noticed that my dress was stolen from my suitcase when i came home therefore i do not suggest visiting the marble arch this should not happen especially not in a hotel which has a good reputation unfortunately the marble arch did not take its responsibilty in this matter therefore i feel obliged to mention it here in order to prevent recurrence to other guests ,0
 very smart and modern well located close to amenities but far enough away to be quiet,1
 the facilities and room were extremely good clean and no expense spared on any of the fixtures and fittings the sky bar was very impressive on the 18th floor with the views of the river thames and city skyline ,1
 good location near subway station,1
 we have stayed at apex before amazing hotel staff comfort and rooms ,1
 the room is laterally a cage it is super hot inside and if you open the window you can not sleep there is no room to put your stuff ,0
 poor maintenance of the facility,0
 everything,0
 the decor wood panels and bar area were superb the bedroom was a little on the small size but it modern and comfy very good breakfast ,1
 the room was not very clean and was extremely hot couldn t open a window we were upgraded but it was a tiny room with a small bed there were cracks in the tiles it was in desperate need of a refurbishment,0
 atmosphere in hotel very good the staff were extra good special mention for ade who was very nice ,1
 the bed was very uncomfortable nightmare parking,0
 rubbish air con local kids knocking around undesirable rooms and bad location terrible staff,0
 the room was spacious clean and comfortable bed very comfy bathroom clean and modern ,1
 fantastic property great location the rooms are clean and comfortable the staff is extremely helpful especially julian who was nice enough to upgrade my room i would definitely recommend this property to any business or leisure travellers ,1
 beds very comfy staff not snooty very welcoming and just generally really nice and helpful food lovely at breakfast unfortunately we couldnt afford dinner as not rich but we tried a cocktail and had a few cheaper drinks and had a fantastic time will save up for next year ,1
 at the bigining they wanted to give me a prison like room and when i refused they gave me a regular room second there were am empty room but they didn t want to gave me the room befor 2 pm,0
 location room size staff,1
 huge king bed in a standard double room gorgeous hotel close to o2 incredible breakfast ,1
 room not cleaned every day small room for a twin staff not very friendly,0
 wonderful location ,1
 fantastic room and staff thank you ,1
 welcoming staff,1
 i m very disappointed with the breakfast room the the plates were dirty as they were straight out of the storage box and none has clean them before putting on display table tops needed cleaning as well staff just chats about instead of looking after customers we had 2 people staying in room but shampoo and etc only for one ,0
 feather pillows great bathroom very quiet location for central london late check out at midday,1
 the staff were friendly and helpful modern clean hotel ,1
 the beds are so comfortable and the view at breakfast was great the staff when greeted are so friendly and make you feel so welcome i wont stop anywhere else again in the uk apart from at these complexes,1
 the temperature of the rooms was extremely hot and uncomfortable the rooms were still dirty there was food on the room when we checked in my friends got bitten by bugs they woke up with multiple bites i can t believe hilton put their name on this hotel it s very subpar for the brand hilton has built ,0
 price of executive rooms not worth money just a standard room views onto a brick wall very noisy lifts not adequate with so many guest and cases poor,0
 old room stinking of cigarettes and bedding wasn t changed just fixed,0
 very clean comfortable and modern,1
 unhappy staff not very friendly apart from the blonde bar girl and the breakfast staff upon check in they still had us down for 2 nights when i had amended our booking to one night,0
 no lift to the 4th floor ,0
 location cleanliness,1
 staff,0
 good location not so far from notre dame cathedral 1 metro station frendly staff beautiful view from room nice area around price quality ratio ,1
 surly staff who didn t understand problems wrong times in room info for spa a trek to the tube no cleaning of room over 2 days,0
 staff using a taxi firm that charged over the usual price by a considerable amount the room was too small for a double ,0
 room very shabby for price we paid fabric split on both chairs in room a cut out square of carpet in room and some of tiles in bathroom were yellow ,0
 they didnt clean the room and also allocated me in the wrong room horrible experience ,0
 dirty room hadn t been serviced dirty,0
 the room was obviously newly refurbished and very clean staff dealt with the unfortunate problems we encountered quickly we were given a generous 50 reduction as there was no hot water in the morning and the prosecco was provided free of charge,1
 the chauffage in one of the room was not working while in the second room we had a problem of water the water was falling from the wall breakfast is poor,0
 location and friendly staff,1
 the complete mess up with my booking,0
 wast of money never come again,0
 bed was very comfortable and room beautifully appointed it made our weekend trip thank you ,1
 very disappointed i already requested a room on high floor in advance however got a basement room which is too small for 3 people with poor lighting very dark have tried to ask for changing the room but the staff told us that they didn t receive my request and no room is available won t select and recommed this hotel to my friends ,0
 beautifully kept large sized garden with separate areas for sitting for drinks afternoon tea beautiful view of garden from room very nicely appointed with fresh modern decor in lobby lounge and rooms no problems at all with a small pet very convenient to well connected earls court tube station ,1
 food left to go cold before reaching our table through lack of staff,0
 location is excellent ,1
 staff were so friendly especially alessio on reception and eric at breakfast time ,1
 the rooms are very small the suit bedroom was of the size of a bathroom the ac stopped working in the night the room service is also not very good ,0
 lovely location on a green quiet square very clean pleasant staff at check out very good wifi ,1
 the deducted extra amount of 255 gbp from my card without informing me and after 2 days when i checked the statement complained still not resolved,0
 very friendly staff every member of staff i came across went out of their way to greet you no matter what they were doing room was amazing views from the sky bar at night are brilliant sky bar was very busy no seats available at around 12am so we stood at the bar but as soon as a seat was available we weren t forgotten by the staff i could not fault this hotel in anyway,1
 relaxing ambience quiet location great breakfast excellent service from all of the staff ,1
 the painful experience started with charging full 3 nights gbp1000 for my business partner room despite it was cancelled more than 2 days before check in date due to emergency trip cancellation death in the family front desk instead of finding a solution to refund the unjustified room charged she put the blame on booking com and told me its there policy which doesn t make sense because booking com is an e commerce intermediary platform and they don t collect room charges for themselves that was my response then the front desk lady she promised to discuss this matter with higher management and get back to me which never happened no one even bothered to contact me about the subject very bad i felt like been fooled when i checked in my room i discovered a serious security defect in the balcony door it can t close from inside the fixed key is misplaced outside the balcony door and balcony is shared with other rooms so its an easy access from the outside of course i informed the front desk and the show started each personnel started to throw the blame on somebody else security contractors house keeping quality check it was a nightmare eventually i proposed a solution for them by removing the fixed key from outside the door which ultimately was done on different subject room service i used to leave my room very early for meetings and came back after 5 pm surprisingly my room wasn t serviced so i had to call the housekeeping to make up my room funny enough on my last day was the weekend the housekeeping came at 8 am and woke me up despite the sign of do not disturb was hanging outside my door as usual lots of apologies also the room itself is nicely designed but poorly engineered the bathroom lights switch misplaced by the entrance of the room so if you need to switch on the lights in the bathroom you have to go all the way to the opposite side of the room ,0
 we were put into the park grand paddington as the grand royale had a water problem we had paid for a superior double but our room was so small we couldn t even stand up next to each other in it a truly awful hotel ,0
 the rooms the sofa bed doesn t open staff are unfriendly,0
 friendly staff great location good sized room with a comfortable bed,1
 the room was very warm with no ventelation as the windows were locked a c was set only to heating or air recycling fan the hotel staff were very negative in resolving the issue ,0
 rude manager belittled customers and made them feel uncomfortable ,0
 cramped attic room unwelcoming staff definitely not 4 star,0
